flightfare_key,arrivalAirportKey,available_seats
208664,Malaga,-1
208665,Malaga,-1
208666,Malaga,-1
208667,Malaga,-1
208668,Malaga,-1
208669,Malaga,-1
208670,Malaga,-1
208671,Malaga,-1
208672,Malaga,-1
208673,Malaga,-1
208674,Malaga,-1
208675,Malaga,-1
208676,Malaga,-1
208677,Alicante,106
208678,Alicante,106
208679,Alicante,106
208680,Alicante,106
208681,Alicante,106
208682,Alicante,106
208683,Alicante,106
208684,Alicante,106
208685,Alicante,106
208686,Alicante,106
208687,Alicante,106
208688,Alicante,106
208689,Alicante,106
208690,Alicante,106
208691,Alicante,106
208692,Alicante,106
208693,Alicante,106
208694,Alicante,106
208695,Alicante,106
208696,Alicante,106
208697,Alicante,106
208698,Alicante,106
208699,Alicante,106
208700,Alicante,106
208701,Alicante,106
208702,Alicante,106
208703,Alicante,106
208704,Alicante,106
208705,Alicante,106
208706,Alicante,106
208707,Alicante,106
208708,Alicante,106
208709,Alicante,106
208710,Alicante,106
208711,Alicante,106
208712,Alicante,106
208713,Alicante,106
208714,Alicante,106
208715,Alicante,106
208716,Alicante,106
208717,Alicante,106
208718,Alicante,106
208719,Alicante,106
208720,Alicante,106
208721,Alicante,106
208722,Alicante,106
208723,Alicante,106
208724,Alicante,106
208725,Alicante,106
208726,Faro,90
208727,Faro,90
208728,Faro,90
208729,Faro,90
208730,Faro,90
208731,Faro,90
208732,Faro,90
208733,Faro,90
208734,Faro,90
208735,Faro,90
208736,Faro,90
208737,Faro,90
208738,Faro,90
208739,Faro,90
208740,Faro,90
208741,Faro,90
208742,Faro,90
208743,Faro,90
208744,Faro,90
208745,Faro,90
208746,Faro,90
208747,Faro,90
208748,Faro,90
208749,Faro,90
208750,Faro,90
208751,Faro,90
208752,Faro,90
208753,Faro,90
208754,Faro,90
208755,Faro,90
208756,Faro,90
208757,Faro,90
208758,Faro,90
208759,Faro,90
208760,Faro,90
208761,Faro,90
208762,Faro,90
208763,Faro,90
208764,Faro,90
208765,Faro,90
208766,Faro,90
208767,Faro,90
208768,Faro,90
208769,Faro,90
208770,Faro,90
208771,Faro,90
208772,Faro,90
208773,Faro,90
208774,Faro,90
208775,Faro,90
208776,Faro,90
208777,Faro,90
208778,Faro,90
208779,Faro,90
208780,Faro,90
208781,Faro,90
208782,Faro,90
208783,Faro,90
208784,Faro,90
208785,Faro,90
208786,Faro,90
208787,Ibiza,80
208788,Ibiza,80
208789,Ibiza,80
208790,Ibiza,80
208791,Ibiza,80
208792,Ibiza,80
208793,Ibiza,80
208794,Ibiza,80
208795,Ibiza,80
208796,Ibiza,80
208797,Ibiza,80
208798,Ibiza,80
208799,Ibiza,80
208800,Ibiza,80
208801,Ibiza,80
208802,Ibiza,80
208803,Ibiza,80
208804,Ibiza,80
208805,Ibiza,80
208806,Ibiza,80
208807,Ibiza,80
208808,Ibiza,80
208809,Ibiza,80
208810,Ibiza,80
208811,Malaga,-1
208812,Malaga,-1
208813,Malaga,-1
208814,Malaga,-1
208815,Malaga,-1
208816,Malaga,-1
208817,Malaga,-1
208818,Malaga,-1
208819,Malaga,-1
208820,Malaga,-1
208821,Malaga,-1
208822,Malaga,-1
208823,Malaga,-1
208824,Malaga,-1
208825,Malaga,-1
208826,Malaga,-1
208827,Malaga,-1
208828,Malaga,-1
208829,Malaga,-1
208830,Malaga,-1
208831,Malaga,-1
208832,Malaga,-1
208833,Malaga,-1
208834,Malaga,-1
208835,Malaga,-1
208868,Faro,344
208869,Faro,344
208870,Faro,344
208871,Faro,344
208872,Faro,344
208873,Faro,344
208874,Faro,344
208875,Faro,344
208876,Faro,344
208877,Faro,344
208878,Faro,344
208879,Faro,344
208880,Faro,344
208881,Faro,344
208882,Faro,344
208883,Faro,344
208884,Faro,344
208885,Faro,344
208886,Faro,344
208887,Faro,344
208888,Faro,344
208889,Faro,344
208890,Faro,344
208891,Faro,344
208892,Faro,344
208941,Malaga,-1
208942,Malaga,-1
208943,Malaga,-1
208944,Malaga,-1
208945,Malaga,-1
208946,Malaga,-1
208947,Malaga,-1
208948,Malaga,-1
208949,Malaga,-1
208950,Malaga,-1
208951,Malaga,-1
208952,Malaga,-1
208953,Malaga,-1
208954,Malaga,-1
208955,Malaga,-1
208956,Malaga,-1
208957,Malaga,-1
208958,Malaga,-1
208959,Malaga,-1
208960,Malaga,-1
208961,Malaga,-1
208962,Malaga,-1
208963,Malaga,-1
208964,Malaga,-1
208965,Malaga,-1
209016,Malaga,-1
209017,Malaga,-1
209018,Malaga,-1
209019,Malaga,-1
209020,Malaga,-1
209021,Malaga,-1
209022,Malaga,-1
209023,Malaga,-1
209024,Malaga,-1
209025,Malaga,-1
209026,Malaga,-1
209027,Malaga,-1
209028,Malaga,-1
209029,Malaga,-1
209030,Malaga,-1
209031,Malaga,-1
209032,Malaga,-1
209033,Malaga,-1
209034,Malaga,-1
209035,Malaga,-1
209036,Malaga,-1
209037,Malaga,-1
209038,Malaga,-1
209039,Malaga,-1
209040,Malaga,-1
209041,Alicante,-1
209042,Alicante,-1
209043,Alicante,-1
209044,Alicante,-1
209045,Alicante,-1
209046,Alicante,-1
209047,Alicante,-1
209048,Alicante,-1
209049,Alicante,-1
209050,Alicante,-1
209051,Alicante,-1
209052,Alicante,-1
209053,Alicante,-1
209054,Alicante,-1
209055,Alicante,-1
209056,Alicante,-1
209057,Alicante,-1
209058,Alicante,-1
209059,Alicante,-1
209060,Alicante,-1
209061,Alicante,-1
209062,Alicante,-1
209063,Alicante,-1
209064,Alicante,-1
209065,Alicante,-1
209066,Alicante,-1
209067,Alicante,-1
209068,Alicante,-1
209069,Alicante,-1
209070,Alicante,-1
209121,Corfu,-1
209122,Corfu,-1
209123,Corfu,-1
209124,Corfu,-1
209125,Corfu,-1
209126,Corfu,-1
209127,Corfu,-1
209128,Corfu,-1
209129,Corfu,-1
209130,Corfu,-1
209131,Corfu,-1
209132,Corfu,-1
209133,Corfu,-1
209134,Corfu,-1
209135,Corfu,-1
209136,Corfu,-1
209137,Corfu,-1
209138,Corfu,-1
209139,Corfu,-1
209140,Corfu,-1
209141,Corfu,-1
209142,Corfu,-1
209143,Corfu,-1
209144,Corfu,-1
209145,Corfu,-1
209189,Kreta,-1
209190,Kreta,-1
209191,Kreta,-1
209192,Kreta,-1
209193,Kreta,-1
209194,Kreta,-1
209195,Kreta,-1
209196,Kreta,-1
209197,Kreta,-1
209198,Kreta,-1
209199,Kreta,-1
209200,Kreta,-1
209201,Kreta,-1
209202,Kreta,-1
209203,Kreta,-1
209204,Kreta,-1
209205,Kreta,-1
209206,Kreta,-1
209207,Kreta,-1
209208,Kreta,-1
209209,Kreta,-1
209210,Kreta,-1
209211,Kreta,-1
209287,Malaga,-1
209288,Malaga,-1
209289,Malaga,-1
209290,Malaga,-1
209291,Malaga,-1
209292,Malaga,-1
209293,Malaga,-1
209294,Malaga,-1
209295,Malaga,-1
209296,Malaga,-1
209297,Malaga,-1
209298,Malaga,-1
209299,Malaga,-1
209300,Malaga,-1
209301,Malaga,-1
209302,Malaga,-1
209303,Malaga,-1
209304,Malaga,-1
209305,Malaga,-1
209306,Malaga,-1
209307,Malaga,-1
209308,Malaga,-1
209309,Malaga,-1
209310,Malaga,-1
209311,Malaga,-1
209312,Malaga,-1
209313,Malaga,-1
209314,Malaga,-1
209315,Malaga,-1
209316,Malaga,-1
209317,Malaga,-1
209318,Malaga,-1
209319,Malaga,-1
209320,Malaga,-1
209321,Malaga,-1
209322,Malaga,-1
209323,Malaga,-1
209324,Malaga,-1
209325,Malaga,-1
209326,Malaga,-1
209327,Malaga,-1
209328,Malaga,-1
209329,Malaga,-1
209330,Malaga,-1
209331,Malaga,-1
209332,Malaga,-1
209333,Malaga,-1
209334,Malaga,-1
209335,Malaga,-1
209336,Malaga,-1
209337,Malaga,-1
209338,Malaga,-1
209339,Malaga,-1
209340,Malaga,-1
209341,Malaga,-1
209342,Malaga,-1
209343,Malaga,-1
209344,Malaga,-1
209345,Malaga,-1
209346,Malaga,-1
209347,Malaga,-1
209348,Malaga,-1
209349,Malaga,-1
209350,Malaga,-1
209351,Malaga,-1
209352,Malaga,-1
209353,Malaga,-1
209354,Malaga,-1
209355,Malaga,-1
209356,Malaga,-1
209357,Malaga,-1
209358,Malaga,-1
209359,Malaga,-1
209360,Malaga,-1
209411,Malaga,-1
209412,Malaga,-1
209413,Malaga,-1
209414,Malaga,-1
209415,Malaga,-1
209416,Malaga,-1
209417,Malaga,-1
209418,Malaga,-1
209419,Malaga,-1
209420,Malaga,-1
209421,Malaga,-1
209422,Malaga,-1
209423,Malaga,-1
209424,Malaga,-1
209425,Malaga,-1
209426,Malaga,-1
209427,Malaga,-1
209428,Malaga,-1
209429,Malaga,-1
209430,Malaga,-1
209431,Malaga,-1
209432,Malaga,-1
209433,Malaga,-1
209434,Malaga,-1
209435,Malaga,-1
209465,Alicante,-1
209466,Alicante,-1
209467,Alicante,-1
209468,Alicante,-1
209469,Alicante,-1
209470,Alicante,-1
209471,Alicante,-1
209472,Alicante,-1
209473,Alicante,-1
209474,Alicante,-1
209475,Alicante,-1
209476,Alicante,-1
209477,Alicante,-1
209478,Alicante,-1
209479,Alicante,-1
209480,Alicante,-1
209481,Alicante,-1
209482,Alicante,-1
209483,Alicante,-1
209484,Alicante,-1
209485,Alicante,-1
209486,Alicante,-1
209487,Alicante,-1
209488,Alicante,-1
209489,Alicante,106
209490,Alicante,106
209491,Alicante,106
209492,Alicante,106
209493,Alicante,106
209494,Alicante,106
209495,Alicante,106
209496,Alicante,106
209497,Alicante,106
209498,Alicante,106
209499,Alicante,106
209500,Alicante,106
209501,Alicante,106
209502,Alicante,106
209503,Alicante,106
209504,Alicante,106
209505,Alicante,106
209506,Alicante,106
209507,Alicante,106
209508,Alicante,106
209509,Alicante,106
209510,Alicante,106
209511,Alicante,106
209512,Alicante,106
209513,Alicante,-1
209514,Alicante,-1
209515,Alicante,-1
209516,Alicante,-1
209517,Alicante,-1
209518,Alicante,-1
209519,Alicante,-1
209520,Alicante,-1
209521,Alicante,-1
209522,Alicante,-1
209523,Alicante,-1
209524,Alicante,-1
209525,Alicante,-1
209526,Alicante,-1
209527,Alicante,-1
209528,Alicante,-1
209529,Alicante,-1
209530,Alicante,-1
209531,Alicante,-1
209532,Alicante,-1
209533,Alicante,-1
209534,Alicante,-1
209535,Alicante,-1
209536,Alicante,-1
209537,Brindisi,102
209538,Brindisi,102
209539,Brindisi,102
209540,Brindisi,102
209541,Brindisi,102
209542,Brindisi,102
209543,Brindisi,102
209544,Brindisi,102
209545,Brindisi,102
209546,Brindisi,102
209547,Brindisi,102
209548,Brindisi,102
209549,Brindisi,102
209550,Brindisi,102
209551,Brindisi,102
209552,Brindisi,102
209553,Brindisi,102
209554,Brindisi,102
209555,Brindisi,102
209556,Brindisi,102
209557,Brindisi,102
209558,Brindisi,102
209559,Faro,-1
209560,Faro,-1
209561,Faro,-1
209562,Faro,-1
209563,Faro,-1
209564,Faro,-1
209565,Faro,-1
209566,Faro,-1
209567,Faro,-1
209568,Faro,-1
209569,Faro,-1
209570,Faro,-1
209571,Faro,-1
209572,Faro,-1
209573,Faro,-1
209574,Faro,-1
209575,Faro,-1
209576,Faro,-1
209577,Faro,-1
209578,Faro,-1
209579,Faro,-1
209580,Faro,-1
209581,Faro,-1
209582,Faro,-1
209620,Ibiza,80
209621,Ibiza,80
209622,Ibiza,80
209623,Ibiza,80
209624,Ibiza,80
209625,Ibiza,80
209626,Ibiza,80
209627,Ibiza,80
209628,Ibiza,80
209629,Ibiza,80
209630,Ibiza,80
209631,Ibiza,80
209632,Ibiza,80
209633,Ibiza,80
209634,Ibiza,80
209635,Ibiza,80
209636,Ibiza,80
209637,Ibiza,80
209638,Ibiza,80
209639,Ibiza,80
209640,Ibiza,80
209641,Ibiza,80
209642,Ibiza,80
209643,Ibiza,80
209644,Ibiza,80
209645,Ibiza,80
209646,Ibiza,80
209647,Ibiza,80
209648,Ibiza,80
209649,Ibiza,80
209650,Ibiza,80
209651,Ibiza,80
209652,Ibiza,80
209653,Ibiza,80
209654,Ibiza,80
209655,Ibiza,80
209656,Ibiza,80
209657,Ibiza,80
209658,Ibiza,80
209659,Ibiza,80
209660,Ibiza,80
209661,Ibiza,80
209662,Ibiza,80
209663,Ibiza,80
209664,Ibiza,80
209665,Ibiza,80
209666,Ibiza,80
209667,Ibiza,80
209668,Napels,148
209669,Napels,148
209670,Napels,148
209671,Napels,148
209672,Napels,148
209673,Napels,148
209674,Napels,148
209675,Napels,148
209676,Napels,148
209677,Napels,148
209678,Napels,148
209679,Napels,148
209680,Napels,148
209681,Napels,148
209682,Napels,148
209683,Napels,148
209684,Napels,148
209685,Napels,148
209686,Napels,148
209687,Napels,148
209688,Napels,148
209689,Napels,148
209690,Napels,148
209691,Napels,148
209692,Palermo,-1
209693,Palermo,-1
209694,Palermo,-1
209695,Palermo,-1
209696,Palermo,-1
209697,Palermo,-1
209698,Palermo,-1
209699,Palermo,-1
209700,Palermo,-1
209701,Palermo,-1
209702,Palermo,-1
209703,Palermo,-1
209704,Palermo,-1
209705,Palermo,-1
209706,Palermo,-1
209707,Palermo,-1
209708,Palermo,-1
209709,Palermo,-1
209710,Palermo,-1
209711,Palermo,-1
209712,Palermo,-1
209713,Palermo,-1
209714,Palermo,-1
209715,Palermo,-1
209815,Malaga,-1
209816,Malaga,-1
209817,Malaga,-1
209818,Malaga,-1
209819,Malaga,-1
209820,Malaga,-1
209821,Malaga,-1
209822,Malaga,-1
209823,Malaga,-1
209824,Malaga,-1
209825,Malaga,-1
209826,Malaga,-1
209827,Malaga,-1
209828,Malaga,-1
209829,Malaga,-1
209830,Malaga,-1
209831,Malaga,-1
209832,Malaga,-1
209833,Malaga,-1
209834,Malaga,-1
209835,Malaga,-1
209836,Malaga,-1
209837,Malaga,-1
209838,Malaga,-1
209839,Malaga,-1
209840,Malaga,-1
209841,Malaga,-1
209842,Malaga,-1
209843,Malaga,-1
209844,Malaga,-1
209845,Malaga,-1
209846,Malaga,-1
209847,Malaga,-1
209848,Malaga,-1
209849,Malaga,-1
209850,Malaga,-1
209851,Malaga,-1
209852,Malaga,-1
209853,Malaga,-1
209854,Malaga,-1
209855,Malaga,-1
209856,Malaga,-1
209857,Malaga,-1
209858,Malaga,-1
209859,Malaga,-1
209860,Malaga,-1
209861,Malaga,-1
209862,Malaga,-1
209863,Malaga,-1
209864,Malaga,-1
209865,Malaga,-1
209866,Malaga,-1
209867,Malaga,-1
209868,Malaga,-1
209869,Malaga,-1
209870,Malaga,-1
209871,Malaga,-1
209872,Malaga,-1
209873,Malaga,-1
209874,Malaga,-1
209875,Malaga,-1
209876,Malaga,-1
209877,Malaga,-1
209878,Malaga,-1
209879,Malaga,-1
209880,Malaga,-1
209881,Malaga,-1
209882,Malaga,-1
209883,Malaga,-1
209884,Malaga,-1
209885,Malaga,-1
209886,Malaga,-1
209887,Malaga,-1
209888,Malaga,-1
209889,Malaga,-1
209890,Alicante,-1
209891,Alicante,-1
209892,Alicante,-1
209893,Alicante,-1
209894,Alicante,-1
209895,Alicante,-1
209896,Alicante,-1
209897,Alicante,-1
209898,Alicante,-1
209899,Alicante,-1
209900,Alicante,-1
209901,Alicante,-1
209902,Alicante,-1
209903,Alicante,-1
209904,Alicante,-1
209905,Alicante,-1
209906,Alicante,-1
209907,Alicante,-1
209908,Alicante,-1
209909,Alicante,-1
209910,Alicante,-1
209911,Alicante,-1
209912,Alicante,-1
209913,Alicante,-1
209914,Alicante,-1
209915,Alicante,-1
209916,Alicante,-1
209917,Alicante,-1
209918,Alicante,-1
209919,Alicante,-1
209920,Alicante,-1
209921,Alicante,-1
209922,Alicante,-1
209923,Alicante,-1
209924,Alicante,-1
209925,Alicante,-1
209926,Alicante,-1
209927,Alicante,-1
209928,Alicante,-1
209929,Alicante,-1
209930,Alicante,-1
209931,Alicante,-1
209932,Alicante,-1
209933,Alicante,-1
209934,Alicante,-1
209935,Alicante,-1
209936,Alicante,-1
209937,Alicante,-1
209938,Alicante,-1
209964,Kreta,-1
209965,Kreta,-1
209966,Kreta,-1
209967,Kreta,-1
209968,Kreta,-1
209969,Kreta,-1
209970,Kreta,-1
209971,Kreta,-1
209972,Kreta,-1
209973,Kreta,-1
209974,Kreta,-1
209975,Kreta,-1
209976,Kreta,-1
209977,Kreta,-1
209978,Kreta,-1
209979,Kreta,-1
209980,Kreta,-1
209981,Kreta,-1
209982,Kreta,-1
209983,Kreta,-1
209984,Kreta,-1
209985,Kreta,-1
209986,Kreta,-1
209987,Kreta,-1
209988,Kreta,-1
210039,Palma,-1
210040,Palma,-1
210041,Palma,-1
210042,Palma,-1
210043,Palma,-1
210044,Palma,-1
210045,Palma,-1
210046,Palma,-1
210047,Palma,-1
210048,Palma,-1
210049,Palma,-1
210050,Palma,-1
210051,Palma,-1
210052,Palma,-1
210053,Palma,-1
210054,Palma,-1
210055,Palma,-1
210056,Palma,-1
210057,Palma,-1
210058,Palma,-1
210059,Palma,-1
210060,Palma,-1
210061,Palma,-1
210062,Palma,-1
210063,Palma,-1
210064,Tenerife,-1
210065,Tenerife,-1
210066,Tenerife,-1
210067,Tenerife,-1
210068,Tenerife,-1
210069,Tenerife,-1
210070,Tenerife,-1
210071,Tenerife,-1
210072,Tenerife,-1
210073,Tenerife,-1
210074,Tenerife,-1
210075,Tenerife,-1
210076,Tenerife,-1
210077,Tenerife,-1
210078,Tenerife,-1
210079,Tenerife,-1
210080,Tenerife,-1
210081,Tenerife,-1
210082,Tenerife,-1
210083,Tenerife,-1
210084,Tenerife,-1
210085,Tenerife,-1
210086,Tenerife,-1
210087,Tenerife,-1
210088,Tenerife,-1
210089,Tenerife,-1
210090,Tenerife,-1
210091,Tenerife,-1
210092,Tenerife,-1
210093,Tenerife,-1
210094,Tenerife,-1
210095,Tenerife,-1
210096,Tenerife,-1
210097,Tenerife,-1
210098,Tenerife,-1
210099,Tenerife,-1
210100,Tenerife,-1
210101,Tenerife,-1
210102,Tenerife,-1
210103,Tenerife,-1
210104,Tenerife,-1
210105,Tenerife,-1
210106,Tenerife,-1
210107,Tenerife,-1
210108,Tenerife,-1
210109,Tenerife,-1
210110,Tenerife,-1
210111,Tenerife,-1
210112,Tenerife,-1
210113,Tenerife,-1
210114,Tenerife,-1
210115,Tenerife,-1
210116,Tenerife,-1
210117,Tenerife,-1
210118,Tenerife,-1
210119,Tenerife,-1
210120,Tenerife,-1
210121,Tenerife,-1
210122,Tenerife,-1
210123,Tenerife,-1
210124,Tenerife,-1
210125,Tenerife,-1
210126,Tenerife,-1
210127,Tenerife,-1
210128,Tenerife,-1
210129,Tenerife,-1
210130,Tenerife,-1
210131,Tenerife,-1
210132,Tenerife,-1
210133,Tenerife,-1
210134,Tenerife,-1
210135,Tenerife,-1
210136,Tenerife,-1
210137,Tenerife,-1
210138,Tenerife,-1
210189,Malaga,-1
210190,Malaga,-1
210191,Malaga,-1
210192,Malaga,-1
210193,Malaga,-1
210194,Malaga,-1
210195,Malaga,-1
210196,Malaga,-1
210197,Malaga,-1
210198,Malaga,-1
210199,Malaga,-1
210200,Malaga,-1
210201,Malaga,-1
210202,Malaga,-1
210203,Malaga,-1
210204,Malaga,-1
210205,Malaga,-1
210206,Malaga,-1
210207,Malaga,-1
210208,Malaga,-1
210209,Malaga,-1
210210,Malaga,-1
210211,Malaga,-1
210212,Malaga,-1
210213,Malaga,-1
210214,Malaga,-1
210215,Malaga,-1
210216,Malaga,-1
210217,Malaga,-1
210218,Malaga,-1
210219,Malaga,-1
210220,Malaga,-1
210221,Malaga,-1
210222,Malaga,-1
210223,Malaga,-1
210224,Malaga,-1
210225,Malaga,-1
210226,Malaga,-1
210227,Malaga,-1
210228,Malaga,-1
210229,Malaga,-1
210230,Malaga,-1
210231,Malaga,-1
210232,Malaga,-1
210233,Malaga,-1
210234,Malaga,-1
210235,Malaga,-1
210236,Malaga,-1
210237,Malaga,-1
210238,Malaga,-1
210239,Malaga,-1
210240,Malaga,-1
210241,Malaga,-1
210242,Malaga,-1
210243,Malaga,-1
210244,Malaga,-1
210245,Malaga,-1
210246,Malaga,-1
210247,Malaga,-1
210248,Malaga,-1
210249,Malaga,-1
210250,Malaga,-1
210251,Malaga,-1
210252,Malaga,-1
210253,Malaga,-1
210254,Malaga,-1
210255,Malaga,-1
210256,Malaga,-1
210257,Malaga,-1
210258,Malaga,-1
210259,Malaga,-1
210260,Malaga,-1
210261,Malaga,-1
210262,Malaga,-1
210263,Malaga,-1
210264,Malaga,-1
210265,Malaga,-1
210266,Malaga,-1
210267,Malaga,-1
210268,Malaga,-1
210269,Malaga,-1
210270,Malaga,-1
210271,Malaga,-1
210272,Malaga,-1
210273,Malaga,-1
210274,Malaga,-1
210275,Malaga,-1
210276,Malaga,-1
210277,Malaga,-1
210278,Malaga,-1
210279,Malaga,-1
210280,Malaga,-1
210281,Malaga,-1
210282,Malaga,-1
210283,Malaga,-1
210284,Malaga,-1
210285,Malaga,-1
210311,Alicante,-1
210312,Alicante,-1
210313,Alicante,-1
210314,Alicante,-1
210315,Alicante,-1
210316,Alicante,-1
210317,Alicante,-1
210318,Alicante,-1
210319,Alicante,-1
210320,Alicante,-1
210321,Alicante,-1
210322,Alicante,-1
210323,Alicante,-1
210324,Alicante,-1
210325,Alicante,-1
210326,Alicante,-1
210327,Alicante,-1
210328,Alicante,-1
210329,Alicante,-1
210330,Alicante,-1
210331,Alicante,-1
210332,Alicante,-1
210333,Alicante,-1
210334,Alicante,-1
210335,Alicante,106
210336,Alicante,106
210337,Alicante,106
210338,Alicante,106
210339,Alicante,106
210340,Alicante,106
210341,Alicante,106
210342,Alicante,106
210343,Alicante,106
210344,Alicante,106
210345,Alicante,106
210346,Alicante,106
210347,Alicante,106
210348,Alicante,106
210349,Alicante,106
210350,Alicante,106
210351,Alicante,106
210352,Alicante,106
210353,Alicante,106
210354,Alicante,106
210355,Alicante,106
210356,Alicante,106
210357,Alicante,106
210358,Alicante,106
210359,Alicante,-1
210360,Alicante,-1
210361,Alicante,-1
210362,Alicante,-1
210363,Alicante,-1
210364,Alicante,-1
210365,Alicante,-1
210366,Alicante,-1
210367,Alicante,-1
210368,Alicante,-1
210369,Alicante,-1
210370,Alicante,-1
210371,Alicante,-1
210372,Alicante,-1
210373,Alicante,-1
210374,Alicante,-1
210375,Alicante,-1
210376,Alicante,-1
210377,Alicante,-1
210378,Alicante,-1
210379,Alicante,-1
210380,Alicante,-1
210381,Alicante,-1
210382,Alicante,-1
210383,Brindisi,102
210384,Brindisi,102
210385,Brindisi,102
210386,Brindisi,102
210387,Brindisi,102
210388,Brindisi,102
210389,Brindisi,102
210390,Brindisi,102
210391,Brindisi,102
210392,Brindisi,102
210393,Brindisi,102
210394,Brindisi,102
210395,Brindisi,102
210396,Brindisi,102
210397,Brindisi,102
210398,Brindisi,102
210399,Brindisi,102
210400,Brindisi,102
210401,Brindisi,102
210402,Brindisi,102
210403,Brindisi,102
210404,Brindisi,102
210405,Faro,90
210406,Faro,90
210407,Faro,90
210408,Faro,90
210409,Faro,90
210410,Faro,90
210411,Faro,90
210412,Faro,90
210413,Faro,90
210414,Faro,90
210415,Faro,-1
210416,Faro,-1
210417,Faro,-1
210418,Faro,-1
210419,Faro,-1
210420,Faro,-1
210421,Faro,-1
210422,Faro,-1
210423,Faro,-1
210424,Faro,-1
210425,Faro,-1
210426,Faro,-1
210427,Faro,-1
210428,Faro,-1
210429,Faro,-1
210430,Faro,-1
210431,Faro,-1
210432,Faro,-1
210433,Faro,-1
210434,Faro,-1
210435,Faro,-1
210436,Faro,-1
210437,Faro,-1
210438,Faro,-1
210476,Ibiza,80
210477,Ibiza,80
210478,Ibiza,80
210479,Ibiza,80
210480,Ibiza,80
210481,Ibiza,80
210482,Ibiza,80
210483,Ibiza,80
210484,Ibiza,80
210485,Ibiza,80
210486,Ibiza,80
210487,Ibiza,80
210488,Ibiza,80
210489,Ibiza,80
210490,Ibiza,80
210491,Ibiza,80
210492,Ibiza,80
210493,Ibiza,80
210494,Ibiza,80
210495,Ibiza,80
210496,Ibiza,80
210497,Ibiza,80
210498,Ibiza,80
210499,Ibiza,80
210500,Ibiza,80
210501,Ibiza,80
210502,Ibiza,80
210503,Ibiza,80
210504,Ibiza,80
210505,Ibiza,80
210506,Ibiza,80
210507,Ibiza,80
210508,Ibiza,80
210509,Ibiza,80
210510,Ibiza,80
210511,Ibiza,80
210512,Ibiza,80
210513,Ibiza,80
210514,Ibiza,80
210515,Ibiza,80
210516,Ibiza,80
210517,Ibiza,80
210518,Ibiza,80
210519,Ibiza,80
210520,Ibiza,80
210521,Ibiza,80
210522,Ibiza,80
210523,Ibiza,80
210524,Napels,148
210525,Napels,148
210526,Napels,148
210527,Napels,148
210528,Napels,148
210529,Napels,148
210530,Napels,148
210531,Napels,148
210532,Napels,148
210533,Napels,148
210534,Napels,148
210535,Napels,148
210536,Napels,148
210537,Napels,148
210538,Napels,148
210539,Napels,148
210540,Napels,148
210541,Napels,148
210542,Napels,148
210543,Napels,148
210544,Napels,148
210545,Napels,148
210546,Napels,148
210547,Napels,148
210548,Palermo,-1
210549,Palermo,-1
210550,Palermo,-1
210551,Palermo,-1
210552,Palermo,-1
210553,Palermo,-1
210554,Palermo,-1
210555,Palermo,-1
210556,Palermo,-1
210557,Palermo,-1
210558,Palermo,-1
210559,Palermo,-1
210560,Palermo,-1
210561,Palermo,-1
210562,Palermo,-1
210563,Palermo,-1
210564,Palermo,-1
210565,Palermo,-1
210566,Palermo,-1
210567,Palermo,-1
210568,Palermo,-1
210569,Palermo,-1
210570,Palermo,-1
210571,Palermo,-1
210597,Faro,344
210598,Faro,344
210623,Malaga,-1
210624,Malaga,-1
210625,Malaga,-1
210626,Malaga,-1
210627,Malaga,-1
210628,Malaga,-1
210629,Malaga,-1
210630,Malaga,-1
210684,Malaga,-1
210685,Malaga,-1
210686,Malaga,-1
210687,Malaga,-1
210688,Malaga,-1
210689,Malaga,-1
210690,Malaga,-1
210691,Malaga,-1
210692,Malaga,-1
210693,Malaga,-1
210694,Malaga,-1
210695,Malaga,-1
210696,Malaga,-1
210697,Malaga,-1
210698,Malaga,-1
210699,Malaga,-1
210700,Malaga,-1
210701,Malaga,-1
210702,Malaga,-1
210703,Malaga,-1
210704,Malaga,-1
210705,Malaga,-1
210706,Malaga,-1
210707,Malaga,-1
210708,Malaga,-1
210709,Malaga,-1
210710,Malaga,-1
210711,Malaga,-1
210712,Malaga,-1
210713,Malaga,-1
210714,Malaga,-1
210715,Malaga,-1
210716,Malaga,-1
210717,Malaga,-1
210718,Malaga,-1
210719,Malaga,-1
210720,Malaga,-1
210721,Malaga,-1
210722,Malaga,-1
210723,Malaga,-1
210724,Malaga,-1
210725,Malaga,-1
210726,Malaga,-1
210727,Malaga,-1
210728,Malaga,-1
210729,Malaga,-1
210730,Malaga,-1
210731,Malaga,-1
210732,Malaga,-1
210733,Malaga,-1
210734,Malaga,-1
210735,Malaga,-1
210736,Malaga,-1
210737,Malaga,-1
210738,Malaga,-1
210739,Malaga,-1
210740,Malaga,-1
210741,Malaga,-1
210742,Malaga,-1
210743,Malaga,-1
210744,Malaga,-1
210745,Malaga,-1
210746,Malaga,-1
210747,Malaga,-1
210748,Malaga,-1
210749,Malaga,-1
210750,Malaga,-1
210751,Malaga,-1
210752,Malaga,-1
210753,Malaga,-1
210754,Malaga,-1
210755,Malaga,-1
210756,Malaga,-1
210757,Malaga,-1
210758,Malaga,-1
210759,Alicante,-1
210760,Alicante,-1
210761,Alicante,-1
210762,Alicante,-1
210763,Alicante,-1
210764,Alicante,-1
210765,Alicante,-1
210766,Alicante,-1
210767,Alicante,-1
210768,Alicante,-1
210769,Alicante,-1
210770,Alicante,-1
